Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD, Sales_Volume ,Sales_Classification,,,,
i3,2012,Africa,Silver,Petrol,Manual,2.7,49862,59079,"7,422.00",High,,,,
X3,2024,Asia,Red,Hybrid,Manual,4.9,125517,116184,"2,026.00",Low,,,,
X1,2021,Africa,Blue,Diesel,Manual,1.9,184476,80785,"4,489.00",Low,,,,
3 Series,2016,North America,Black,Diesel,Automatic,2.1,42980,75344,"6,336.00",Low,,,,
5 Series,2010,Europe,Silver,Electric,Automatic,4,197604,86587,"3,211.00",Low,,,,
7 Series,2018,Europe,Grey,Electric,Manual,3.3,125446,73574,"6,988.00",Low,,,,
M3,2020,Africa,Red,Petrol,Automatic,4.2,173024,94219,"6,673.00",Low,,,,
i8,2015,Africa,Silver,Petrol,Automatic,4.5,119167,82442,"3,654.00",Low,,,,
i8,2013,Asia,Black,Electric,Manual,2.4,73426,66049,"2,109.00",Low,,,,
i3,2012,Africa,Red,Hybrid,Automatic,3.9,161048,98934,"8,094.00",High,,,,
5 Series,2024,Middle East,White,Diesel,Automatic,3.6,190983,44792,"4,883.00",Low,,,,
X3,2012,Africa,Silver,Diesel,Automatic,4.5,47390,100423,"6,642.00",Low,,,,
X1,2011,Africa,White,Electric,Automatic,3,85739,70714,"7,867.00",High,,,,
X3,2011,Africa,Blue,Hybrid,Manual,1.7,172487,47382,"4,192.00",Low,,,,
M5,2023,North America,Grey,Hybrid,Manual,3.5,130115,33140,"8,678.00",High,,,,
X1,2021,Europe,Blue,Hybrid,Automatic,4.9,140063,41743,"8,609.00",High,,,,
X6,2022,South America,White,Diesel,Manual,1.6,75910,40639,"4,216.00",Low,,,,
M5,2019,Middle East,White,Diesel,Automatic,2.3,188557,67786,"1,917.00",Low,,,,
M5,2014,South America,Black,Electric,Manual,2.6,120225,88703,"2,720.00",Low,,,,
X3,2018,Asia,White,Electric,Automatic,4.2,83140,33120,"2,279.00",Low,,,,
i3,2011,Asia,Black,Electric,Manual,2.6,30219,91386,"5,622.00",Low,,,,
i8,2011,Asia,Silver,Petrol,Manual,2.3,135252,73976,"1,320.00",Low,,,,
X1,2021,Africa,White,Diesel,Automatic,3.8,153976,47258,"8,041.00",High,,,,
i3,2015,South America,Black,Electric,Automatic,1.7,86604,107489,"1,566.00",Low,,,,
X1,2022,Asia,Black,Hybrid,Manual,2.1,121432,118657,"3,614.00",Low,,,,
i3,2024,Middle East,Blue,Petrol,Manual,2.9,31265,77232,"9,202.00",High,,,,
X6,2019,South America,Silver,Electric,Manual,2.7,9001,100467,"8,425.00",High,,,,
i3,2011,Europe,Silver,Electric,Automatic,2.7,149311,43541,"3,728.00",Low,,,,
X6,2021,South America,White,Diesel,Manual,1.9,36587,112829,"8,185.00",High,,,,
7 Series,2013,Africa,Blue,Diesel,Manual,2.8,147448,88689,"6,247.00",Low,,,,
M5,2015,South America,Silver,Hybrid,Automatic,4.3,5679,95256,"3,650.00",Low,,,,
X1,2014,Africa,Silver,Electric,Automatic,2.9,140304,44981,"3,008.00",Low,,,,
X6,2010,Asia,Grey,Electric,Manual,3.6,77460,113935,378,Low,,,,
X6,2024,Middle East,Black,Hybrid,Manual,2.1,134414,43529,485,Low,,,,
M5,2015,Asia,Black,Hybrid,Manual,1.7,66073,58484,"4,840.00",Low,,,,
5 Series,2010,Asia,Silver,Diesel,Automatic,4.6,104546,67218,"5,145.00",Low,,,,
i8,2012,Middle East,Red,Petrol,Automatic,2.7,97113,118370,"4,245.00",Low,,,,
7 Series,2019,North America,Blue,Hybrid,Automatic,2.7,173195,118244,"7,245.00",High,,,,
3 Series,2014,Africa,Black,Hybrid,Manual,4.6,164347,113238,"1,491.00",Low,,,,
3 Series,2023,Europe,Grey,Diesel,Automatic,4,124949,81072,"8,146.00",High,,,,
X6,2019,Africa,Red,Diesel,Manual,4.1,100297,87339,"5,811.00",Low,,,,
5 Series,2022,Asia,Red,Petrol,Manual,3.9,59619,31237,"1,004.00",Low,,,,
7 Series,2014,Africa,Blue,Hybrid,Automatic,1.9,182113,106108,"2,015.00",Low,,,,
X5,2022,North America,Silver,Electric,Manual,4.9,171220,55919,"7,424.00",High,,,,
7 Series,2019,Africa,Red,Diesel,Automatic,4.7,154976,109212,"1,535.00",Low,,,,
i3,2015,North America,Blue,Hybrid,Manual,2.3,172972,98806,"2,545.00",Low,,,,
X5,2024,Middle East,Grey,Diesel,Automatic,4.3,49854,62795,"7,833.00",High,,,,
M5,2021,Middle East,Blue,Hybrid,Manual,2.9,75291,104495,"4,765.00",Low,,,,
3 Series,2019,Africa,Silver,Diesel,Manual,3.9,131022,90494,"5,924.00",Low,,,,
X5,2017,South America,Black,Diesel,Manual,2.1,13917,70447,"1,225.00",Low,,,,
X1,2014,Europe,White,Diesel,Automatic,3.4,175064,36859,"3,930.00",Low,,,,
i3,2023,Middle East,Black,Petrol,Manual,1.9,30652,103590,"9,736.00",High,,,,
X6,2024,Africa,Blue,Diesel,Manual,3.4,121713,99228,"5,657.00",Low,,,,
M5,2020,Africa,Black,Electric,Automatic,2.4,13775,44885,"7,607.00",High,,,,
3 Series,2010,North America,Grey,Diesel,Automatic,3.1,197897,118215,"2,128.00",Low,,,,
X5,2014,Asia,White,Electric,Manual,3.8,144152,63987,"6,260.00",Low,,,,
5 Series,2012,Europe,White,Hybrid,Automatic,4.6,34699,51813,"8,307.00",High,,,,
X1,2013,Middle East,Grey,Diesel,Manual,2.1,149991,80335,"4,129.00",Low,,,,
X6,2024,Asia,Grey,Petrol,Automatic,4.6,181320,103580,"2,318.00",Low,,,,
X1,2024,Africa,Red,Electric,Manual,2.9,74963,87221,"4,013.00",Low,,,,
3 Series,2022,North America,Black,Diesel,Automatic,4.5,95013,112367,"9,489.00",High,,,,
M5,2017,Africa,Black,Hybrid,Automatic,3.3,101969,32689,"8,360.00",High,,,,
M3,2016,Asia,Red,Petrol,Manual,4.5,23260,48660,"7,895.00",High,,,,
X6,2020,North America,Red,Hybrid,Automatic,3.8,29860,65772,"8,300.00",High,,,,
X1,2014,Middle East,Red,Diesel,Automatic,3.3,143802,64133,781,Low,,,,
7 Series,2011,North America,Silver,Hybrid,Manual,2.6,132976,108191,"7,577.00",High,,,,
M5,2015,North America,Blue,Diesel,Manual,4.9,395,74742,"1,836.00",Low,,,,
3 Series,2020,North America,Blue,Diesel,Manual,4.3,179108,110161,"9,529.00",High,,,,
X1,2015,Asia,Grey,Electric,Automatic,2.8,110175,38540,"5,257.00",Low,,,,
i8,2019,Asia,White,Diesel,Manual,2.1,27147,55061,914,Low,,,,
i3,2019,Africa,Black,Hybrid,Manual,4.2,2982,76524,"5,912.00",Low,,,,
7 Series,2023,Asia,Red,Petrol,Manual,5,109771,107908,"4,653.00",Low,,,,
7 Series,2020,Asia,Grey,Electric,Manual,2.5,175072,78253,"9,966.00",High,,,,
M3,2015,Africa,Black,Electric,Manual,4.7,165175,58858,"1,008.00",Low,,,,
X6,2023,South America,Red,Petrol,Manual,1.9,95738,59813,"3,855.00",Low,,,,
5 Series,2018,North America,Silver,Petrol,Automatic,4.8,194666,53751,306,Low,,,,
7 Series,2020,Asia,Red,Diesel,Automatic,4.1,188319,52902,"6,965.00",Low,,,,
7 Series,2017,Europe,Red,Hybrid,Automatic,2.7,119703,35882,"9,667.00",High,,,,
X5,2017,Middle East,Grey,Diesel,Automatic,2.6,60062,69061,"9,707.00",High,,,,
X5,2010,Asia,Blue,Petrol,Automatic,3.8,74941,54230,"1,347.00",Low,,,,
X1,2014,Asia,Blue,Diesel,Manual,3.6,109550,72062,"9,730.00",High,,,,
5 Series,2016,Middle East,Silver,Electric,Automatic,4.7,87513,119576,"2,198.00",Low,,,,
M3,2015,Asia,Blue,Petrol,Manual,4.2,134657,95464,677,Low,,,,
X3,2014,Africa,Red,Hybrid,Automatic,3.4,119859,69631,"6,427.00",Low,,,,
X5,2017,North America,Blue,Diesel,Automatic,4.7,195152,40521,"2,398.00",Low,,,,
M5,2012,Africa,Red,Electric,Manual,3.6,37504,45217,"9,671.00",High,,,,
X1,2015,Asia,Blue,Diesel,Manual,4.5,64307,88635,601,Low,,,,
i3,2024,Asia,Grey,Petrol,Automatic,4.4,17758,89366,"5,580.00",Low,,,,
X5,2014,Asia,Grey,Electric,Manual,4.7,188795,31030,"3,841.00",Low,,,,
5 Series,2017,Asia,Grey,Diesel,Manual,1.7,122972,60269,250,Low,,,,
i3,2013,South America,Red,Diesel,Automatic,3.5,25068,60716,"9,450.00",High,,,,
3 Series,2017,North America,Blue,Electric,Manual,3.1,103267,65177,"2,570.00",Low,,,,
X6,2019,Europe,Blue,Electric,Manual,3.2,176135,42799,"5,662.00",Low,,,,
5 Series,2023,Europe,White,Diesel,Automatic,3.1,61795,109372,"4,569.00",Low,,,,
3 Series,2024,Europe,Red,Petrol,Manual,4.4,99246,68334,"1,531.00",Low,,,,
3 Series,2011,Africa,White,Electric,Automatic,2.6,49812,41202,"6,513.00",Low,,,,
7 Series,2018,Middle East,Blue,Diesel,Automatic,3.1,162122,72498,"8,459.00",High,,,,
X1,2022,Middle East,White,Hybrid,Automatic,2.2,189835,71763,"9,956.00",High,,,,
5 Series,2018,Asia,Grey,Diesel,Automatic,2.4,146649,76907,"2,445.00",Low,,,,
i8,2024,South America,Silver,Diesel,Manual,3.8,95578,108868,"2,359.00",Low,,,,
X5,2023,Africa,Grey,Diesel,Automatic,1.9,180001,103970,"9,554.00",High,,,,
i8,2019,North America,Grey,Electric,Manual,2.2,42697,56962,"8,983.00",High,,,,
M3,2019,Europe,White,Petrol,Automatic,3.3,24058,47483,"8,903.00",High,,,,
X5,2022,Africa,Black,Hybrid,Manual,1.7,9977,68721,"7,535.00",High,,,,
i8,2015,South America,Silver,Electric,Automatic,1.9,188360,52327,"8,131.00",High,,,,
X3,2013,North America,Red,Electric,Automatic,4.5,111974,118248,"4,190.00",Low,,,,
M5,2013,Africa,Blue,Electric,Manual,4.5,11979,45571,"7,233.00",High,,,,
M3,2022,Middle East,Blue,Electric,Manual,2.7,22608,50636,643,Low,,,,
i3,2015,South America,Grey,Electric,Automatic,2.7,155432,83595,"3,436.00",Low,,,,
M5,2014,North America,Blue,Hybrid,Automatic,4.8,52727,99545,"9,388.00",High,,,,
X1,2015,Europe,Silver,Diesel,Manual,1.6,112098,102611,"3,815.00",Low,,,,
5 Series,2016,Asia,Red,Diesel,Automatic,3.5,92636,69202,"2,956.00",Low,,,,
X3,2016,North America,Black,Petrol,Manual,3.6,74030,102221,"4,669.00",Low,,,,
5 Series,2018,Europe,Black,Hybrid,Manual,4.3,43790,77183,"8,571.00",High,,,,
7 Series,2017,Africa,White,Hybrid,Manual,4.8,65374,103130,"8,290.00",High,,,,
M3,2022,Middle East,Black,Electric,Manual,2.7,52427,71394,"9,329.00",High,,,,
X3,2015,Asia,White,Petrol,Automatic,3,35887,91255,"3,155.00",Low,,,,
3 Series,2021,Europe,Grey,Hybrid,Automatic,3.8,25039,69848,"1,492.00",Low,,,,
X1,2015,Africa,Grey,Hybrid,Manual,4.9,81574,69502,625,Low,,,,
X3,2024,North America,Black,Petrol,Manual,4.6,89093,37333,"2,345.00",Low,,,,
5 Series,2023,South America,Silver,Hybrid,Automatic,3.8,42327,113100,"4,973.00",Low,,,,
M3,2014,Asia,White,Diesel,Automatic,4.5,129207,37975,"3,177.00",Low,,,,
X6,2010,Asia,Blue,Electric,Automatic,1.8,70507,36541,"4,463.00",Low,,,,
i3,2018,North America,Silver,Diesel,Automatic,2.8,107977,45533,"8,987.00",High,,,,
X6,2018,Africa,Blue,Hybrid,Manual,1.5,87772,111628,"7,879.00",High,,,,
M5,2018,Africa,Silver,Diesel,Automatic,2.1,153096,82397,"7,362.00",High,,,,
5 Series,2024,Africa,Grey,Diesel,Automatic,3.7,170892,109963,"8,958.00",High,,,,
M5,2020,Middle East,Silver,Petrol,Manual,4.6,113906,106365,820,Low,,,,
X1,2017,Africa,Blue,Hybrid,Automatic,3.7,63514,108196,"2,354.00",Low,,,,
X3,2022,Asia,Silver,Diesel,Automatic,3.8,179812,119155,"9,126.00",High,,,,
5 Series,2019,Europe,Red,Electric,Manual,1.9,173703,64789,"9,087.00",High,,,,
X5,2022,Middle East,Grey,Hybrid,Manual,3.8,44212,94678,"2,696.00",Low,,,,
5 Series,2012,South America,Grey,Electric,Automatic,3.1,67305,73514,"2,199.00",Low,,,,
M3,2010,Africa,Red,Electric,Manual,3.8,105475,35299,216,Low,,,,
X6,2020,Middle East,Red,Diesel,Automatic,2.6,162249,88334,"1,781.00",Low,,,,
X1,2021,Africa,Red,Diesel,Manual,3.5,31400,119104,"5,714.00",Low,,,,
5 Series,2021,Middle East,Grey,Diesel,Automatic,3,94669,117155,"1,228.00",Low,,,,
5 Series,2017,North America,Grey,Electric,Manual,3.5,156873,64508,"8,632.00",High,,,,
i8,2016,North America,Grey,Diesel,Manual,2,64199,98941,"7,344.00",High,,,,
X6,2022,South America,Blue,Hybrid,Automatic,2.9,6789,38570,"8,557.00",High,,,,
X6,2014,North America,Red,Electric,Manual,2.8,132868,78912,"2,941.00",Low,,,,
5 Series,2019,Middle East,White,Petrol,Automatic,4.1,103316,46256,"9,988.00",High,,,,
3 Series,2016,Europe,Grey,Electric,Manual,4,199574,71360,"2,159.00",Low,,,,
i3,2019,Middle East,Black,Diesel,Manual,4.7,109364,84836,"4,383.00",Low,,,,
7 Series,2013,Africa,Red,Petrol,Manual,3.7,7379,98157,"3,765.00",Low,,,,
3 Series,2018,South America,White,Hybrid,Manual,2.6,176766,40130,"1,739.00",Low,,,,
X3,2020,North America,White,Hybrid,Manual,4.2,188041,115795,"7,578.00",High,,,,
X3,2019,North America,Blue,Electric,Manual,3.2,60625,84041,224,Low,,,,
i8,2023,Middle East,Red,Petrol,Manual,2.2,22419,44097,"2,853.00",Low,,,,
X5,2011,Europe,Black,Petrol,Manual,4.1,50095,69343,"9,185.00",High,,,,
7 Series,2018,Africa,Grey,Petrol,Manual,2,22623,31450,"6,221.00",Low,,,,
i8,2018,Europe,Silver,Electric,Automatic,2.1,102620,92496,"1,335.00",Low,,,,
i3,2014,South America,White,Electric,Automatic,4.2,294,48875,"3,126.00",Low,,,,
M5,2020,Middle East,Red,Petrol,Automatic,4.2,123264,106819,"8,054.00",High,,,,
M5,2010,Africa,Silver,Hybrid,Automatic,4.3,86591,89855,"5,119.00",Low,,,,
i8,2016,Middle East,Blue,Electric,Manual,2.5,33326,112426,"7,937.00",High,,,,
7 Series,2019,Asia,Blue,Hybrid,Automatic,4.5,79706,90139,"5,664.00",Low,,,,
i8,2019,Africa,Silver,Hybrid,Automatic,4,118754,41735,"4,793.00",Low,,,,
X5,2013,Europe,Grey,Diesel,Automatic,4.4,194685,99751,"6,214.00",Low,,,,
5 Series,2018,Africa,Blue,Hybrid,Automatic,4,94555,49067,"8,057.00",High,,,,
X3,2015,Europe,Grey,Hybrid,Manual,3.5,110383,32453,"5,653.00",Low,,,,
X6,2022,North America,Grey,Hybrid,Manual,1.9,167925,59887,"2,269.00",Low,,,,
X3,2012,South America,Grey,Diesel,Automatic,4,30825,118367,595,Low,,,,
3 Series,2015,Middle East,Red,Diesel,Manual,3.9,103273,119430,"2,300.00",Low,,,,
i8,2022,Europe,Blue,Diesel,Manual,2.6,167889,97488,"8,408.00",High,,,,
M3,2019,South America,Red,Electric,Manual,4.1,80253,114926,"9,889.00",High,,,,
5 Series,2015,Europe,Grey,Hybrid,Automatic,3.4,92385,57040,"9,780.00",High,,,,
X6,2014,North America,Grey,Diesel,Automatic,3.5,24178,99607,913,Low,,,,
i3,2011,Asia,Grey,Petrol,Automatic,2.8,135570,64383,"8,748.00",High,,,,
M5,2019,Europe,White,Hybrid,Automatic,1.9,73815,47114,"6,616.00",Low,,,,
M5,2019,Asia,White,Diesel,Automatic,2.3,96481,77949,"3,882.00",Low,,,,
X6,2011,Africa,Blue,Petrol,Automatic,4.2,79839,70895,"5,456.00",Low,,,,
M5,2016,Middle East,Black,Diesel,Automatic,2.5,133441,94390,"7,715.00",High,,,,
7 Series,2011,South America,Silver,Electric,Manual,1.5,7743,65323,"2,194.00",Low,,,,
5 Series,2021,North America,Silver,Hybrid,Manual,5,153439,55801,"6,882.00",Low,,,,
7 Series,2015,South America,Grey,Electric,Manual,2.2,194375,103470,"5,718.00",Low,,,,
5 Series,2014,Asia,Grey,Hybrid,Manual,3.8,13420,52091,"1,885.00",Low,,,,
M3,2013,North America,Red,Hybrid,Manual,4.7,89021,75004,"5,593.00",Low,,,,
M3,2016,South America,Red,Hybrid,Manual,3.6,150452,107837,"9,205.00",High,,,,
X1,2017,South America,Silver,Electric,Manual,4.3,109768,51194,"1,236.00",Low,,,,
i3,2013,Europe,Silver,Hybrid,Manual,4.9,81814,76170,"2,300.00",Low,,,,
X3,2010,Africa,Grey,Diesel,Automatic,4.5,96630,103294,"6,201.00",Low,,,,
i3,2010,Europe,Blue,Electric,Automatic,3.5,58140,113016,"3,491.00",Low,,,,
X6,2010,Middle East,White,Diesel,Manual,2.8,42054,31644,"1,427.00",Low,,,,
M5,2020,Middle East,Red,Electric,Manual,3.2,44420,84038,"2,523.00",Low,,,,
X3,2010,Asia,Grey,Electric,Automatic,4.4,48423,98295,"5,928.00",Low,,,,
X5,2014,Middle East,Blue,Hybrid,Manual,4.5,144543,42685,"1,356.00",Low,,,,
5 Series,2013,Asia,Black,Hybrid,Automatic,4.5,177511,108244,867,Low,,,,
X6,2022,Africa,Black,Electric,Automatic,3.6,86786,83317,"6,070.00",Low,,,,
i3,2023,North America,Black,Petrol,Manual,3.2,114109,73907,"2,598.00",Low,,,,
i3,2018,Europe,Grey,Petrol,Manual,2.6,7335,85947,"6,130.00",Low,,,,
i8,2024,South America,Blue,Electric,Manual,1.5,35756,49080,"6,470.00",Low,,,,
i8,2012,Asia,Blue,Electric,Automatic,4.2,52818,114236,"8,554.00",High,,,,
X6,2023,South America,Blue,Electric,Automatic,2.5,192856,95598,"7,389.00",High,,,,
X3,2016,North America,Red,Hybrid,Automatic,2.7,122835,55207,"4,644.00",Low,,,,
X3,2020,North America,Silver,Diesel,Automatic,4.5,130798,49745,"2,928.00",Low,,,,
X5,2017,Africa,White,Petrol,Automatic,1.7,98789,85962,"7,804.00",High,,,,
i8,2015,Europe,Red,Diesel,Manual,4.7,52362,95046,"4,967.00",Low,,,,
i8,2021,South America,Grey,Petrol,Manual,1.5,71885,62524,"3,014.00",Low,,,,
3 Series,2022,South America,Grey,Electric,Manual,4.8,108210,46223,"4,008.00",Low,,,,
X5,2019,Asia,Black,Diesel,Automatic,3.1,154590,113057,"3,665.00",Low,,,,
5 Series,2022,Africa,Black,Petrol,Automatic,1.9,122779,78768,"8,800.00",High,,,,
M5,2010,Europe,Silver,Electric,Automatic,3.9,171040,54014,"6,043.00",Low,,,,
3 Series,2017,South America,Grey,Hybrid,Manual,4.6,34945,85141,"2,012.00",Low,,,,
X1,2024,North America,Black,Hybrid,Automatic,3,87669,110811,"3,269.00",Low,,,,
M5,2019,Middle East,Blue,Electric,Automatic,3.9,77905,102310,"7,000.00",High,,,,
7 Series,2012,North America,White,Electric,Manual,4.9,28781,94873,"6,947.00",Low,,,,
M5,2017,North America,Grey,Electric,Automatic,2.3,106505,117649,"9,585.00",High,,,,
X5,2021,Europe,Black,Hybrid,Manual,4.4,109285,85852,"5,785.00",Low,,,,
X5,2013,Africa,Red,Hybrid,Manual,2.5,181646,113682,"7,371.00",High,,,,
X3,2017,North America,White,Petrol,Automatic,3,41685,95153,"5,720.00",Low,,,,
X6,2020,Europe,Blue,Hybrid,Manual,2.5,195482,67709,"5,797.00",Low,,,,
M5,2010,Africa,White,Diesel,Manual,3.1,189909,59194,"8,299.00",High,,,,
X5,2012,South America,Silver,Hybrid,Manual,1.5,199316,46672,"1,598.00",Low,,,,
3 Series,2015,North America,White,Petrol,Manual,2.6,189854,77211,419,Low,,,,
i8,2024,North America,Red,Electric,Automatic,3.1,152703,70808,"8,127.00",High,,,,
X1,2024,Asia,Black,Electric,Manual,3.7,17889,117309,"8,777.00",High,,,,
7 Series,2018,Africa,Blue,Electric,Automatic,3.7,4519,73125,"1,496.00",Low,,,,
i8,2011,Asia,Silver,Hybrid,Automatic,3.5,167438,109623,"2,342.00",Low,,,,
X1,2020,Asia,Silver,Electric,Manual,2.5,175983,65707,"1,001.00",Low,,,,
i3,2010,Asia,Grey,Hybrid,Automatic,4.8,197033,106427,"9,354.00",High,,,,
M5,2024,Middle East,Black,Diesel,Manual,2.9,98966,60187,"5,189.00",Low,,,,
X6,2019,Africa,Blue,Electric,Manual,2.3,35647,80593,"1,312.00",Low,,,,
M3,2012,South America,Grey,Petrol,Manual,3.4,137525,32400,"5,191.00",Low,,,,
5 Series,2013,Asia,Red,Diesel,Manual,4.1,42503,107926,"3,190.00",Low,,,,
i8,2020,Africa,Grey,Hybrid,Manual,1.5,198752,99634,"8,857.00",High,,,,
i3,2014,North America,Blue,Electric,Automatic,2.5,122523,94115,"5,951.00",Low,,,,
X6,2012,Asia,Blue,Petrol,Automatic,4.4,82502,58951,560,Low,,,,
X5,2022,Middle East,Silver,Diesel,Manual,3.3,5091,57272,"3,058.00",Low,,,,
X5,2019,Middle East,White,Petrol,Automatic,2.9,44522,98884,"1,860.00",Low,,,,
5 Series,2020,Africa,White,Petrol,Manual,4.8,78220,69597,"8,655.00",High,,,,
M5,2011,South America,Silver,Hybrid,Manual,1.8,121001,106834,"2,053.00",Low,,,,
M5,2011,Middle East,Black,Diesel,Automatic,3.7,99486,117406,"3,565.00",Low,,,,
X5,2016,Asia,Grey,Electric,Automatic,2.7,182284,70891,"3,201.00",Low,,,,
i8,2018,North America,Red,Electric,Manual,1.7,23671,92704,"4,884.00",Low,,,,
7 Series,2019,Middle East,Red,Petrol,Manual,2.2,144689,83438,"3,650.00",Low,,,,
7 Series,2011,South America,Grey,Hybrid,Manual,3.7,41286,78595,"3,891.00",Low,,,,
5 Series,2016,North America,White,Petrol,Manual,1.6,53159,51873,"4,171.00",Low,,,,
5 Series,2016,Africa,Blue,Electric,Automatic,3.6,157619,32604,513,Low,,,,
X6,2020,South America,Silver,Diesel,Automatic,4.8,122337,102779,"8,280.00",High,,,,
M3,2016,Europe,Blue,Hybrid,Manual,4.3,117896,36864,"8,897.00",High,,,,
7 Series,2012,South America,Red,Diesel,Manual,2.7,53151,100928,"8,352.00",High,,,,
7 Series,2021,South America,Red,Hybrid,Automatic,2,166370,46379,"4,931.00",Low,,,,
3 Series,2016,Africa,Silver,Petrol,Manual,3.1,94722,118835,264,Low,,,,
X6,2010,Africa,Silver,Petrol,Manual,2.9,114367,80648,"1,595.00",Low,,,,
i8,2019,Asia,Grey,Hybrid,Automatic,4.9,126845,36930,"5,565.00",Low,,,,
7 Series,2010,Europe,Red,Hybrid,Automatic,5,67832,76067,"2,729.00",Low,,,,
i3,2014,North America,Blue,Electric,Automatic,2.9,77388,117235,"9,220.00",High,,,,
i3,2024,Middle East,Grey,Electric,Manual,2,22880,91213,613,Low,,,,
X6,2011,North America,Black,Hybrid,Manual,4.7,142243,118057,"8,493.00",High,,,,
i8,2018,Middle East,Red,Petrol,Automatic,4.3,133385,58563,"8,818.00",High,,,,
X6,2024,North America,White,Electric,Manual,3.3,157411,99084,"1,063.00",Low,,,,
5 Series,2016,South America,Blue,Hybrid,Automatic,2.8,42718,104796,"6,291.00",Low,,,,
7 Series,2013,Asia,Grey,Petrol,Automatic,3.1,21760,59322,"6,706.00",Low,,,,
X6,2013,Europe,Silver,Petrol,Automatic,4.7,140190,104943,"8,283.00",High,,,,
3 Series,2011,Asia,Blue,Electric,Manual,2.1,118681,79683,"8,705.00",High,,,,
M3,2014,Africa,Red,Diesel,Automatic,4.3,8741,36686,"1,926.00",Low,,,,
7 Series,2013,Middle East,Silver,Hybrid,Automatic,1.6,55990,95300,"2,912.00",Low,,,,
M3,2021,Asia,Silver,Hybrid,Automatic,4.7,23115,118678,"4,295.00",Low,,,,
X3,2022,North America,Grey,Diesel,Automatic,3.3,107562,86817,"9,330.00",High,,,,
M3,2010,Asia,Blue,Petrol,Manual,2.3,31794,74206,"6,401.00",Low,,,,
i3,2021,Asia,Blue,Hybrid,Automatic,1.5,113756,77562,433,Low,,,,
i8,2017,Africa,White,Diesel,Manual,3.5,107451,30198,"8,892.00",High,,,,
M3,2012,Asia,Blue,Hybrid,Manual,2.4,133945,87899,"3,180.00",Low,,,,
X3,2023,Asia,Black,Petrol,Manual,3.7,65083,102788,"5,191.00",Low,,,,
X1,2015,Europe,White,Electric,Automatic,2.5,26315,89145,"3,368.00",Low,,,,
5 Series,2013,Middle East,Blue,Hybrid,Manual,1.8,93188,92818,"9,881.00",High,,,,
X6,2018,South America,White,Electric,Automatic,3.3,193577,71819,"9,848.00",High,,,,
M3,2016,Africa,Silver,Electric,Manual,3.5,48385,108337,"8,894.00",High,,,,
X1,2018,Asia,Blue,Electric,Automatic,3.1,3515,65621,"9,166.00",High,,,,
X6,2019,Asia,Black,Petrol,Automatic,3.1,126349,63757,"5,661.00",Low,,,,
7 Series,2012,Middle East,Blue,Hybrid,Automatic,3.6,148014,82180,"6,523.00",Low,,,,
7 Series,2010,Asia,Blue,Diesel,Manual,3.3,41525,52632,"1,855.00",Low,,,,
X5,2014,North America,Black,Hybrid,Automatic,2,73693,38999,"8,529.00",High,,,,
X3,2012,Asia,Blue,Diesel,Automatic,2.2,164898,64970,"1,786.00",Low,,,,
i3,2015,North America,Blue,Hybrid,Automatic,2,40494,114066,"9,259.00",High,,,,
X5,2017,South America,Blue,Diesel,Manual,3.9,141691,77787,"3,657.00",Low,,,,
M5,2020,South America,Red,Petrol,Manual,3.4,143746,82588,"9,694.00",High,,,,
3 Series,2022,Europe,Blue,Electric,Manual,3,59324,89782,"4,247.00",Low,,,,
i8,2013,Middle East,Red,Petrol,Automatic,4.3,157702,38553,"7,083.00",High,,,,
M5,2014,Europe,Black,Petrol,Manual,2.6,27509,110155,"8,290.00",High,,,,
i8,2014,Middle East,Grey,Diesel,Automatic,3.5,160061,38906,"9,979.00",High,,,,
X5,2013,Middle East,Red,Petrol,Manual,1.8,121756,118349,"1,991.00",Low,,,,
